"SITE","can500","imp500","X","Y","lc21","lc22","lc23","lc24","lc.forest","lc.ag"
"SCHLROBMD1",49.537014,0.016311,343311,4355528,0.00229095074455899,0,0,0,0.491408934707904,0.400916380297824
"SCHOPAUMD1",22.628606,16.294855,343312,4369863,0.37400228050171,0.338654503990878,0.0421892816419612,0.0193842645381984,0.0877993158494869,0.137970353477765
"SCOLWENMD1",8.759096,30.48808,366618,4357566,0.209382151029748,0.646453089244851,0.109839816933638,0,0.0091533180778032,0.0251716247139588
"SERCGUEMD1",64.683944,0,365367,4305584,0,0,0,0,0.699196326061998,0.152698048220436
"SHEEM.AMD1",23.056461,34.623588,331149,4314199,0.127880184331797,0.539170506912442,0.222350230414747,0.00460829493087558,0.100230414746544,0.00460829493087558
"SILLSCOMD1",24.001255,33.668758,327497,4317136,0.18098510882016,0.34135166093929,0.152348224513173,0.135166093928981,0.107674684994273,0.0274914089347079
"SIMOROSVA1",17.006273,27.027603,319885,4298043,0.226436781609195,0.596551724137931,0.067816091954023,0.00229885057471264,0.0804597701149425,0.0241379310344828
"SINGTONMD1",10.28125,23.539062,372013,4314725,0.137772675086108,0.318025258323766,0.0505166475315729,0,0.00918484500574053,0
"SOLIAPRMD1",31.054224,1.534678,345773,4252896,0.131578947368421,0.0102974828375286,0.0034324942791762,0,0.361556064073227,0.443935926773455
"SOLLCHRMD1",41.856964,8.735257,314443,4316070,0.325315005727377,0.18098510882016,0.00343642611683849,0,0.342497136311569,0.119129438717068
"SPEYPAUMD1",33.638191,8.348408,369488,4317583,0.161327231121281,0.0835240274599542,0.022883295194508,0.005720823798627,0.197940503432494,0.017162471395881
"STANJEFMD1",39.771644,10.406524,320823,4316281,0.478760045924225,0.204362801377727,0.00574052812858783,0,0.129735935706085,0.0447761194029851
"STAVKORMD1",30.219573,24.20828,326544,4316698,0.254566210045662,0.301369863013699,0.16324200913242,0.021689497716895,0.157534246575342,0.0559360730593607
"STEWBETMD1",56.781681,4.38143,328233,4327865,0.0769230769230769,0.119402985074627,0,0,0.576349024110218,0.218140068886338
"STORPATMD1",46.745296,5.292346,337776,4343528,0.382588774341352,0.0641466208476518,0.00572737686139748,0.0011454753722795,0.258877434135166,0.223367697594502
"STUECHRVA2",22.455457,16.351318,312218,4309875,0.401601830663616,0.414187643020595,0.0011441647597254,0,0.146453089244851,0.0366132723112128
"STURCARMD1",47.180679,23.567127,337773,4318787,0.120412844036697,0.297018348623853,0.159403669724771,0.018348623853211,0.372706422018349,0.0229357798165138
"SUBRSTEMD1",38.513175,16.258468,325496,4319004,0.287671232876712,0.21689497716895,0.0958904109589041,0.0091324200913242,0.191780821917808,0.0388127853881279
"SULLPAUVA1",19.557088,30.473024,317130,4299258,0.176064441887227,0.513233601841197,0.154200230149597,0.0149597238204833,0.141542002301496,0
"TATEJUAMD1",25.573232,19.955808,364342,4314095,0.203661327231121,0.311212814645309,0.11441647597254,0.0011441647597254,0.288329519450801,0.0675057208237986
"TAYLELEVA1",53.937263,8.011292,316724,4308654,0.211187214611872,0.149543378995434,0.0194063926940639,0.00228310502283105,0.504566210045662,0.0525114155251142
"THOMMARDC1",26.342535,23.938518,319274,4312772,0.306896551724138,0.566666666666667,0.0517241379310345,0.00919540229885057,0.0103448275862069,0.0379310344827586
"THOMSUSMD1",79.112434,0.111111,366757,4319339,0.00804597701149425,0.00114942528735632,0,0,0.358620689655172,0
"TINIKATMD1",24.653701,3.702634,327767,4334258,0.331042382588774,0.0286368843069874,0.00343642611683849,0,0.168384879725086,0.45360824742268
"TUFTKATMD1",37.750312,0,320961,4352017,0,0,0,0,0.391304347826087,0.604118993135011
"UNGELAUDC1",2.021136,65.771469,320815,4308438,0.0263157894736842,0.162471395881007,0.471395881006865,0.270022883295195,0,0
"URBABETMD1",38.846927,11.737766,354074,4317710,0.47816091954023,0.259770114942529,0,0,0.149425287356322,0.0689655172413793
"VERSBETMD1",9.262233,2.010037,361125,4287225,0.157290470723307,0.0275545350172216,0,0,0.109070034443169,0.679678530424799
"VERSBETMD1",9.262233,2.010037,361125,4287225,0.157290470723307,0.0275545350172216,0,0,0.109070034443169,0.679678530424799
"VONGJENMD1",37.387702,11.708908,315460,4320031,0.388761467889908,0.229357798165138,0.0160550458715596,0.00114678899082569,0.193807339449541,0.113532110091743
"VOSSCOLVA1",35.328731,9.574654,302186,4308846,0.376578645235362,0.188289322617681,0.00574052812858783,0,0.270952927669346,0.142365097588978
"WALKPATVA1",26.060226,22.34379,297546,4284866,0.132420091324201,0.364155251141553,0.139269406392694,0.00228310502283105,0.302511415525114,0.0593607305936073
"WARDDOUVA1",5.879548,53.301128,318802,4305985,0.0399543378995434,0.349315068493151,0.45662100456621,0.154109589041096,0,0
"WATSPATDC1",35.314929,18.633626,321132,4315049,0.430857142857143,0.417142857142857,0.0194285714285714,0.00571428571428571,0.0617142857142857,0.0114285714285714
"WELLCARMD1",13.726473,6.823086,323648,4327524,0.517201834862385,0.0848623853211009,0.00917431192660551,0.00344036697247706,0.00917431192660551,0.202981651376147
"WHITLAUDC1",20.711051,17.52197,319062,4289383,0.229621125143513,0.210103329506315,0.134328358208955,0.00229621125143513,0.150401836969001,0.0826636050516648
"WIEBFRAMD1",31.160602,33.982433,325387,4316178,0.164179104477612,0.244546498277842,0.213547646383467,0.101033295063146,0.158438576349024,0.026406429391504
"WIKACORMD1",50.56031,2.398447,371417,4318796,0.146285714285714,0.0205714285714286,0,0,0.451428571428571,0.285714285714286
"WILDANNVA1",40.803012,21.924716,318039,4307672,0.222988505747126,0.268965517241379,0.119540229885057,0.0333333333333333,0.341379310344828,0.00459770114942529
"WILELINMD1",32.5494,10.989521,395012,4314101,0.162657502863688,0.169530355097365,0.0355097365406644,0.00343642611683849,0.271477663230241,0.11340206185567
"WILLCYNVA1",12.311166,31.66123,308037,4305505,0.308924485125858,0.259725400457666,0.283752860411899,0.0446224256292906,0.0881006864988558,0.011441647597254
"WILLRAJMD1",14.063926,17.934551,370543,4314424,0.248568155784651,0.246277205040092,0.0641466208476518,0.00458190148911798,0.0423825887743414,0.0171821305841924
"WILLTERMD1",26.476787,35.048934,333777,4310764,0.149253731343284,0.487944890929966,0.202066590126292,0.0459242250287026,0.101033295063146,0.0034443168771527
"WILLTINVA1",70.264739,0.927227,296011,4295755,0.0481099656357388,0.00916380297823597,0,0,0.835051546391753,0.0916380297823597
"WINGJERMD1",34.905895,9.017565,327181,4283806,0.216494845360825,0.184421534936999,0.0309278350515464,0,0.369988545246277,0.18213058419244
"WISECELMD1",22.907152,8.755332,324157,4326483,0.383467278989667,0.125143513203215,0.0309988518943743,0.00114810562571757,0.146957520091848,0.22158438576349
"WOLFAMYDC1",0.496863,78.479293,322882,4309712,0.0137142857142857,0.0182857142857143,0.450285714285714,0.517714285714286,0,0
"WOLFKARDC1",25.808029,29.612297,321362,4312346,0.17162471395881,0.212814645308924,0.259725400457666,0.0423340961098398,0.221967963386728,0.0697940503432494
"WOODPAUVA1",28.00251,14.702634,300855,4301606,0.342105263157895,0.264302059496567,0.0503432494279176,0.0080091533180778,0.128146453089245,0.202517162471396
